id,name,gender,year_of_birth,year_of_death,city_of_birth,state_of_birth,city_of_death,state_of_death,url
831,"Bundy, Edgar",M,1862,1922,Brighton,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/edgar-bundy-831
832,"Burchfield, Charles",M,1893,1967,Ashtabula,United States,Buffalo,United States,http://www.tate.org.uk/art/artists/charles-burchfield-832
833,"Buren, Daniel",M,1938,Unknown,Boulogne-Billancourt,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/daniel-buren-833
834,"Burgin, Victor",M,1941,Unknown,Sheffield,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/victor-burgin-834
835,"Burkert, Robert",M,1930,Unknown,Wisconsin,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-burkert-835
836,"Burn, Rodney J.",M,1899,1984,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/rodney-j-burn-836
837,"Burra, Edward",M,1905,1976,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-burra-837
838,"Burri, Alberto",M,1915,1995,Città di Castello,Italia,Nice,France,http://www.tate.org.uk/art/artists/alberto-burri-838
839,"Burt, Laurence",M,1925,Unknown,United Kingdom,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/laurence-burt-839
840,"Burton, Scott",M,1939,1989,Greensboro,United States,New York,United States,http://www.tate.org.uk/art/artists/scott-burton-840
841,"Bury, Pol",M,1922,2005,België,Unknown,Paris,France,http://www.tate.org.uk/art/artists/pol-bury-841
842,"Bush, Jack",M,1909,1977,Toronto,Canada,Toronto,Canada,http://www.tate.org.uk/art/artists/jack-bush-842
843,"Bussy, Simon",M,1870,1954,Dôle,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/simon-bussy-843
844,"Butler, Reg",M,1913,1981,Buntingford,United Kingdom,Berkhamsted,United Kingdom,http://www.tate.org.uk/art/artists/reg-butler-844
845,"Cage, John",M,1912,1992,Los Angeles,United States,New York,United States,http://www.tate.org.uk/art/artists/john-cage-845
846,"Cahn, Miriam",F,1949,Unknown,Basel,Schweiz,Unknown,Unknown,http://www.tate.org.uk/art/artists/miriam-cahn-846
847,"Caiserman-Roth, Ghitta",F,1923,2005,Québec,Canada,Montréal,Unknown,http://www.tate.org.uk/art/artists/ghitta-caiserman-roth-847
848,"Calder, Alexander",M,1898,1976,Philadelphia,United States,New York,United States,http://www.tate.org.uk/art/artists/alexander-calder-848
849,"Calliyannis, Manolis",M,1923,2010,Lésvos,Ellás,Unknown,Unknown,http://www.tate.org.uk/art/artists/manolis-calliyannis-849
850,"Camargo, Sergio de",M,1930,1990,Rio de Janeiro,Brasil,Rio de Janeiro,Brasil,http://www.tate.org.uk/art/artists/sergio-de-camargo-850
851,"Cameron, Sir David",M,1865,1945,Glasgow,United Kingdom,Perth,United Kingdom,http://www.tate.org.uk/art/artists/sir-david-cameron-851
852,"Cameron, Katherine",F,1874,1965,Glasgow,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/katherine-cameron-852
853,"Camp, Jeffery",M,1923,Unknown,Oulton Broad,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/jeffery-camp-853
854,"Campbell, Steven",M,1954,2007,Glasgow,United Kingdom,Stirling,United Kingdom,http://www.tate.org.uk/art/artists/steven-campbell-854
855,"Canin, Martin",M,1927,Unknown,United States,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/martin-canin-855
856,"Capel Doray, Audrey",F,1931,Unknown,Montréal,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/audrey-capel-doray-856
857,"Carder, Malcolm",M,1936,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/malcolm-carder-857
858,"Rocamora, Jaume",M,1946,Unknown,Tortosa,España,Unknown,Unknown,http://www.tate.org.uk/art/artists/jaume-rocamora-858
859,"Cardoso, José, Junior",M,1861,1947,Coimbra,Portugal,Rio de Janeiro,Brasil,http://www.tate.org.uk/art/artists/jose-cardoso-junior-859
860,"Carline, Hilda",F,1889,1950,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/hilda-carline-860
861,"Carline, Nancy",F,1909,2004,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/nancy-carline-861
862,"Carline, Richard",M,1896,1980,Oxford,United Kingdom,Hampstead,United Kingdom,http://www.tate.org.uk/art/artists/richard-carline-862
863,"Carline, Sydney",M,1888,1929,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sydney-carline-863
864,"Carlo, Michael",M,1945,Unknown,Glemsford,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-carlo-864
865,"Caro, Sir Anthony",M,1924,2013,Surrey,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/sir-anthony-caro-865
866,"Carr, Thomas",M,1909,1999,Belfast,United Kingdom,Norwich,United Kingdom,http://www.tate.org.uk/art/artists/thomas-carr-866
867,"Carrière, Eugène",M,1849,1906,Seine-Maritime,Département de la,Unknown,Unknown,http://www.tate.org.uk/art/artists/eugene-carriere-867
868,"Carrington, Dora",F,1893,1932,Hereford,United Kingdom,Berkshire,United Kingdom,http://www.tate.org.uk/art/artists/dora-carrington-868
869,"Carter, B.A.R.",M,1909,2006,Kenilworth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bar-carter-869
870,"Carter, William",M,1863,1939,Swaffham,United Kingdom,Swaffham,United Kingdom,http://www.tate.org.uk/art/artists/william-carter-870
871,"Cast, Jesse Dale",M,1900,1976,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/jesse-dale-cast-871
873,"Caulfield, Patrick",M,1936,2005,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/patrick-caulfield-873
874,"Cazin, Jean-Charles",M,1841,1901,Samer,France,Lavandou,le,http://www.tate.org.uk/art/artists/jean-charles-cazin-874
875,"Cazin, Marie",F,1844,1924,Paimbœeuf,France,Boulogne-sur-Mer,France,http://www.tate.org.uk/art/artists/marie-cazin-875
876,"Celic, Stojan",M,1925,1992,Unknown,Unknown,Beograd,Jugoslavija,http://www.tate.org.uk/art/artists/stojan-celic-876
877,"Celice, Pierre",M,1932,Unknown,Paris,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/pierre-celice-877
878,César,M,1921,1998,Marseille,France,Paris,France,http://www.tate.org.uk/art/artists/cesar-cesar-baldaccini-878
879,"Cézanne, Paul",M,1839,1906,Aix-en-Provence,France,Aix-en-Provence,France,http://www.tate.org.uk/art/artists/paul-cezanne-879
880,"Chadwick, Lynn",M,1914,2003,Barnes,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/lynn-chadwick-880
881,"Chagall, Marc",M,1887,1985,Vitebsk,Belarus,Saint-Paul,France,http://www.tate.org.uk/art/artists/marc-chagall-881
882,"Chaimowicz, Marc Camille",M,1947,Unknown,Paris,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/marc-camille-chaimowicz-882
883,"Challenger, Michael",M,1939,Unknown,Kent,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-challenger-883
884,"Chamberlain, Christopher",M,1918,1984,Worthing,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/christopher-chamberlain-884
885,"Chamberlain, John",M,1927,2011,Rochester,United States,New York,United States,http://www.tate.org.uk/art/artists/john-chamberlain-885
886,"Chandra, Avinash",M,1931,1991,Simla,Bharat,Unknown,Unknown,http://www.tate.org.uk/art/artists/avinash-chandra-886
887,"Chaney, Israel",M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/israel-chaney-887
888,"Chaplin, Bob",M,1947,Unknown,Hastings,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bob-chaplin-888
889,"Chappell, William",M,1907,1994,Wolverhampton,United Kingdom,Rye,United Kingdom,http://www.tate.org.uk/art/artists/william-chappell-889
890,"Charbonneau, Monique",F,1928,Unknown,Montréal,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/monique-charbonneau-890
891,"Charlton, Alan",M,1948,Unknown,Sheffield,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-charlton-891
892,"Charlton, George",M,1899,1979,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/george-charlton-892
893,"Charnay, Armand",M,1844,1916,Charlieu,Unknown,France,Unknown,http://www.tate.org.uk/art/artists/armand-charnay-893
894,"Charoux, Siegfried",M,1896,1967,Wien,Österreich,London,United Kingdom,http://www.tate.org.uk/art/artists/siegfried-charoux-894
895,"Cheese, Bernard",M,1925,Unknown,Sydenham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-cheese-895
896,"Cheese, Chloe",F,1952,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/chloe-cheese-896
897,"Cheston, Charles",M,1882,1960,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-cheston-897
898,"Cheston, Evelyn",F,1875,1929,Yorkshire,United Kingdom,Devon,United Kingdom,http://www.tate.org.uk/art/artists/evelyn-cheston-898
899,"Chia, Sandro",M,1946,Unknown,Firenze,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/sandro-chia-899
900,"Chighine, Alfredo",M,1914,1974,Milano,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/alfredo-chighine-900
901,"Chillida, Eduardo",M,1924,2002,San Sebastián,España,Unknown,Unknown,http://www.tate.org.uk/art/artists/eduardo-chillida-901
902,"De Chirico, Giorgio",M,1888,1978,Vólos,Ellás,Roma,Italia,http://www.tate.org.uk/art/artists/giorgio-de-chirico-902
903,"Chowne, Gerard",M,1875,1917,Bharat,Unknown,Makedonija,Unknown,http://www.tate.org.uk/art/artists/gerard-chowne-903
904,"Christie, John",M,1945,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-christie-904
905,Christo,M,1935,Unknown,Gabrovo,Bulgaria,Unknown,Unknown,http://www.tate.org.uk/art/artists/christo-christo-javacheff-905
906,"Vardea, Chryssa",F,1933,2013,Athínai,Ellás,Unknown,Unknown,http://www.tate.org.uk/art/artists/chryssa-vardea-906
907,"Churchill, Sir Winston",M,1874,1965,Blenheim Palace,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-winston-churchill-907
908,"Ciardi, Emma",F,1879,1933,Venezia,Italia,Vicenza,Italia,http://www.tate.org.uk/art/artists/emma-ciardi-908
909,"Ciuha, Joze",M,1924,Unknown,Trbovlje,Slovenija,Unknown,Unknown,http://www.tate.org.uk/art/artists/joze-ciuha-909
910,"Clark, Judy",F,1949,Unknown,Portsmouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/judy-clark-910
911,"Clarke, Brian",M,1953,Unknown,Oldham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/brian-clarke-911
912,"Clarke, Geoffrey",M,1924,Unknown,Derbyshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/geoffrey-clarke-912
913,"Clarke, Graham",M,1941,Unknown,United Kingdom,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/graham-clarke-913
914,"Clarke Hall, Lady Edna",F,1879,1979,Shipborne,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/lady-edna-clarke-hall-914
915,"Clatworthy, Robert",M,1928,Unknown,Bridgwater,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-clatworthy-915
916,"Clavé, Antoni",M,1913,2005,Barcelona,España,Saint-Tropez,France,http://www.tate.org.uk/art/artists/antoni-clave-916
917,"Clemente, Francesco",M,1952,Unknown,Napoli,Italia,Milano,Italia,http://www.tate.org.uk/art/artists/francesco-clemente-917
918,"Clemente, Jack",M,1926,1974,Novara,Italia,Milano,Italia,http://www.tate.org.uk/art/artists/jack-clemente-918
919,"Clinton, Margery",F,1931,2005,Unknown,Unknown,Dunbar,United Kingdom,http://www.tate.org.uk/art/artists/margery-clinton-919
920,"Close, Chuck",M,1940,Unknown,Monroe,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/chuck-close-920
921,"Clough, Prunella",F,1919,1999,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/prunella-clough-921
922,"Coates, George",M,1869,1930,Melbourne,Australia,London,United Kingdom,http://www.tate.org.uk/art/artists/george-coates-922
923,"Cockram, George",M,1861,1950,Birkenhead,United Kingdom,Anglesey,United Kingdom,http://www.tate.org.uk/art/artists/george-cockram-923
924,"Cohen, Bernard",M,1933,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-cohen-924
925,"Cohen, Harold",M,1928,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/harold-cohen-925
926,"Coker, Peter",M,1926,2004,London,United Kingdom,Colchester,United Kingdom,http://www.tate.org.uk/art/artists/peter-coker-926
927,"Coldstream, Sir William",M,1908,1987,Belford,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-coldstream-927
928,"Colescott, Warrington",M,1921,Unknown,Oakland,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/warrington-colescott-928
929,"Colla, Ettore",M,1896,1968,Parma,Italia,Roma,Italia,http://www.tate.org.uk/art/artists/ettore-colla-929
930,"Collins, Cecil",M,1908,1989,Plymouth,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/cecil-collins-930
931,"Colquhoun, Ithell",F,1906,1988,Shillong,Bharat,Unknown,Unknown,http://www.tate.org.uk/art/artists/ithell-colquhoun-931
932,"Colquhoun, Robert",M,1914,1962,Kilmarnock,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-colquhoun-932
933,"Colton, William Robert",M,1867,1921,Paris,France,Kensington,United Kingdom,http://www.tate.org.uk/art/artists/william-robert-colton-933
934,"Conder, Charles",M,1868,1909,London,United Kingdom,Virginia Water,United Kingdom,http://www.tate.org.uk/art/artists/charles-conder-934
935,"Connard, Philip",M,1875,1958,Southport,United Kingdom,Twickenham,United Kingdom,http://www.tate.org.uk/art/artists/philip-connard-935
936,"Consagra, Pietro",M,1920,2005,Mazara del Vallo,Italia,Milano,Italia,http://www.tate.org.uk/art/artists/pietro-consagra-936
937,Constant,M,1920,2005,Amsterdam,Nederland,Unknown,Unknown,http://www.tate.org.uk/art/artists/constant-constant-a-nieuwenhuys-937
938,"Cook, Barrie",M,1929,Unknown,Birmingham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/barrie-cook-938
939,"Cooper, Austin",M,1890,1964,Manitoba,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/austin-cooper-939
940,"Cooper, Gerald",M,1899,1971,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/gerald-cooper-940
941,"Copley, William N.",M,1919,1996,New York,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-n-copley-941
942,"Cordery, Don",M,1942,Unknown,Hampshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/don-cordery-942
943,"Corinth, Lovis",M,1858,1925,Gvardeysk,Rossiya,Zandvoort,Nederland,http://www.tate.org.uk/art/artists/lovis-corinth-943
944,"Corker, Douglas",M,1939,2012,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/douglas-corker-944
945,"Corneille, Guillaume",M,1922,Unknown,Liège,België,Unknown,Unknown,http://www.tate.org.uk/art/artists/guillaume-corneille-945
946,"Cornell, Joseph",M,1903,1972,Nyack,United States,Flushing,United States,http://www.tate.org.uk/art/artists/joseph-cornell-946
947,"Cottingham, Robert",M,1935,Unknown,Brooklyn,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-cottingham-947
948,"Couderc, Gabriel",M,1905,1994,Sète,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/gabriel-couderc-948
949,"Cowie, James",M,1886,1956,Cuminestown,United Kingdom,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/james-cowie-949
950,"Cowper, Frank Cadogan",M,1877,1958,Wickham,United Kingdom,Cirencester,United Kingdom,http://www.tate.org.uk/art/artists/frank-cadogan-cowper-950
951,"Cox, Stephen",M,1946,Unknown,Bristol,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/stephen-cox-951
952,"Coxon, Raymond",M,1896,1997,Hanley,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/raymond-coxon-952
953,"Cragg, Tony",M,1949,Unknown,Liverpool,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/tony-cragg-953
954,"Craig, Frank",M,1874,1918,Kent,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/frank-craig-954
955,"Craig-Martin, Michael",M,1941,Unknown,Dublin,Éire,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-craig-martin-955
956,"Crawford, Susan",F,1941,Unknown,East Lothian,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/susan-crawford-956
957,"Crawhall, Joseph",M,1861,1913,Morpeth,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/joseph-crawhall-957
958,"Craxton, John",M,1922,2009,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-craxton-958
959,"Cree, Janet",F,1910,1992,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/janet-cree-959
960,"Crippa, Roberto",M,1921,1972,Monza,Italia,Bresso,Italia,http://www.tate.org.uk/art/artists/roberto-crippa-960
961,"Critchlow, Keith",M,1933,Unknown,United Kingdom,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/keith-critchlow-961
962,"Crotti, Jean",M,1878,1958,Bulle,Schweiz,Paris,France,http://www.tate.org.uk/art/artists/jean-crotti-962
963,"Crutchfield, William",M,1932,Unknown,Indianapolis,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-crutchfield-963
964,"Cruz-Diez, Carlos",M,1923,Unknown,Caracas,Venezuela,Unknown,Unknown,http://www.tate.org.uk/art/artists/carlos-cruz-diez-964
965,"Cuixart, Modestos",M,1925,Unknown,Barcelona,España,Unknown,Unknown,http://www.tate.org.uk/art/artists/modestos-cuixart-965
966,"Cundall, Charles",M,1890,1971,Stretford,United Kingdom,Chelsea,United Kingdom,http://www.tate.org.uk/art/artists/charles-cundall-966
967,"Cundell, Nora L.M.",F,1889,1948,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/nora-lm-cundell-967
968,"Currie, John S.",M,1884,1914,England,United Kingdom,Chelsea,Unknown,http://www.tate.org.uk/art/artists/john-s-currie-968
969,"Cutts, Simon",M,1944,Unknown,United Kingdom,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/simon-cutts-969
970,"Daglish, Peter",M,1930,Unknown,Gillingham,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-daglish-970
971,"Dalí, Salvador",M,1904,1989,Figueras,España,Figueras,España,http://www.tate.org.uk/art/artists/salvador-dali-971
972,"Burt (née Dallas), Angela",F,1946,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/angela-dallas-972
973,"Dalou, Jules",M,1838,1902,Paris,France,Paris,France,http://www.tate.org.uk/art/artists/jules-dalou-973
974,"Dalwood, Hubert",M,1924,1976,Bristol,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/hubert-dalwood-974
975,"Daniels, Harvey",M,1936,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/harvey-daniels-975
976,"Darboven, Hanne",F,1941,2009,München,Deutschland,Hamburg,Deutschland,http://www.tate.org.uk/art/artists/hanne-darboven-976
978,"David, Allen",M,1926,Unknown,Bombay,Bharat,Unknown,Unknown,http://www.tate.org.uk/art/artists/allen-david-978
979,"Davie, Alan",M,1920,2014,Grangemouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-davie-979
980,"Davies, John",M,1946,Unknown,Cheshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-davies-980
981,"Davis, Gene",M,1920,1985,Washington,United States,Washington,United States,http://www.tate.org.uk/art/artists/gene-davis-981
982,"Davis, Ron",M,1937,Unknown,Santa Monica,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/ron-davis-982
